Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2432150642.0511,3463951694.39789,6433227566.60342,7625069256.69095,8096571826.61332,8391851018.324,9113772923.3765,8895487243.53165,9313395707.90907,10008508092.0496,10379816021.3269,10456001896.8144
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18369406348230,26283349304143,42520490304489.7,45660813533610.4,45619401962676,46079406151119.9,47026070247848.5,44515254914677.7,45489352126092.5,47415034220935.9,50246226247743.1,50724555756931.5
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,198027563948.276,243798466478.993,1022338126450.53,1186656241498.86,1301746926888.17,1430317486784.33,1525936721780.85,1344295058510.74,1217024928217.21,1265557357216.69,1332366066557.61,1391261013601.99
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,75070435219.7735,128943566781.611,391952751502.153,473003770694.571,493116628979.981,512604337788.634,528792943526.731,451052672793.54,443426400009.11,484048521232.165,533934645661.518,525221276646.776
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,407199618240.665,630429061929.228,2060781195903.17,2271837830662.84,2297332203012.9,2357132410757.71,2581822536189.37,2697257683468.99,2924355490449.93,3347019816218.73,3446629610783.08,3597970348647.58
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,407199618240.666,630429061929.228,2060781195903.18,2271837830662.84,2297332203012.9,2357132410757.71,2581822536189.37,2697257683468.99,2924355490449.93,3347019816218.73,3446629610783.08,3597970348647.58
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,340225239743.265,399904372078.616,1380722711234.25,1558761240263.5,1634869239546.74,1744337040678.45,1826947093216.37,1665849283759.4,1538123696903.43,1639171578758.92,1713887508951.01,1755011419750.84
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,337210343779.362,394604320808.484,1369751319010.97,1546179340750.05,1622143823542.59,1730883249452.47,1812804721994.76,1652782838246.72,1524452375174.81,1624372548153.57,1698100832536.87,1739115379284.58
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,340225239743.265,399904372078.616,1380722711234.25,1558761240263.5,1634869239546.74,1744337040678.45,1826947093216.37,1665849283759.4,1538123696903.43,1639171578758.92,1713887508951.01,1755011419750.84
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2675712696953.89,4611365196018.99,16216910862238.2,19395372226496.8,20780446805746.5,22022555443165.9,22722888759366.8,21344663258318,21330536898265.8,23570009724735.5,25289258609173.2,25817130358727.9
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22626369123313.3,33618616210474.6,66113119131563.3,73448341079239,75145997061963.8,77302022602630.1,79450807677429.6,75198758494969,76335795445380.4,81229182706392.5,86408955453299.2,87751540848579.4
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 07/01/2020,,,,,,,,,,,,,,,
